World Name: GOOFINDER
Size: 100x60
Tile Count: 6000
Version: 25
Flags: 64
Weather: Base=0, Current=8

--- TILE LIST ---
Index | X, Y | Fg | Bg | Flags | TileFlags | Type | Extra Data
 2529 |  29,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2530 |  30,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2531 |  31,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2532 |  32,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2533 |  33,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2534 |  34,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2535 |  35,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2536 |  36,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2537 |  37,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2538 |  38,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2539 |  39,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2540 |  40,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2541 |  41,  25 | 9026 |    0 | 0x0000 | 0x0000 |   0 | None
 2542 |  42,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2543 |  43,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2544 |  44,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2545 |  45,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2546 |  46,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2547 |  47,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2548 |  48,  25 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2549 |  49,  25 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2550 |  50,  25 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2551 |  51,  25 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2552 |  52,  25 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2553 |  53,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2554 |  54,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2555 |  55,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2556 |  56,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2557 |  57,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2558 |  58,  25 | 9026 |    0 | 0x0000 | 0x0000 |   0 | None
 2559 |  59,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2560 |  60,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2561 |  61,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2562 |  62,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2563 |  63,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2564 |  64,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2565 |  65,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2566 |  66,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2567 |  67,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2568 |  68,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2569 |  69,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2570 |  70,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2571 |  71,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2572 |  72,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2573 |  73,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2574 |  74,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2575 |  75,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2576 |  76,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2577 |  77,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2578 |  78,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2579 |  79,  25 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2580 |  80,  25 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2581 |  81,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2582 |  82,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2583 |  83,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2584 |  84,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2585 |  85,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2586 |  86,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2587 |  87,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2588 |  88,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2589 |  89,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2590 |  90,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2591 |  91,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2592 |  92,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2593 |  93,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2594 |  94,  25 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2595 |  95,  25 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 2596 |  96,  25 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 2597 |  97,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2598 |  98,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2599 |  99,  25 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2600 |   0,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2601 |   1,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2602 |   2,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2603 |   3,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2604 |   4,  26 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2605 |   5,  26 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2606 |   6,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2607 |   7,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2608 |   8,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2609 |   9,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2610 |  10,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2611 |  11,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2612 |  12,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2613 |  13,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2614 |  14,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2615 |  15,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2616 |  16,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2617 |  17,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2618 |  18,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2619 |  19,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2620 |  20,  26 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2621 |  21,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2622 |  22,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2623 |  23,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2624 |  24,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2625 |  25,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2626 |  26,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2627 |  27,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2628 |  28,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2629 |  29,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2630 |  30,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2631 |  31,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2632 |  32,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2633 |  33,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2634 |  34,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2635 |  35,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2636 |  36,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2637 |  37,  26 | 11336 | 8264 | 0x0021 | 0x0021 |   1 | {Text:GIJ Flags:0}
 2638 |  38,  26 | 6156 | 8264 | 0x0040 | 0x0040 |   0 | None
 2639 |  39,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2640 |  40,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2641 |  41,  26 | 9026 |    0 | 0x0000 | 0x0000 |   0 | None
 2642 |  42,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2643 |  43,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2644 |  44,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2645 |  45,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2646 |  46,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2647 |  47,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2648 |  48,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2649 |  49,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2650 |  50,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2651 |  51,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2652 |  52,  26 |    0 |    0 | 0x0010 | 0x0010 |   0 | None
 2653 |  53,  26 |    0 |    0 | 0x0018 | 0x0018 |   0 | None
 2654 |  54,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2655 |  55,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2656 |  56,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2657 |  57,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2658 |  58,  26 | 9026 |    0 | 0x0000 | 0x0000 |   0 | None
 2659 |  59,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2660 |  60,  26 | 11336 | 8264 | 0x0021 | 0x0021 |   1 | {Text:`2GIJ Flags:0}
 2661 |  61,  26 | 6156 | 8264 | 0x0040 | 0x0040 |   0 | None
 2662 |  62,  26 |    0 | 8264 | 0x0020 | 0x0020 |   0 | None
 2663 |  63,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2664 |  64,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2665 |  65,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2666 |  66,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2667 |  67,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2668 |  68,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2669 |  69,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2670 |  70,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2671 |  71,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2672 |  72,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2673 |  73,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2674 |  74,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2675 |  75,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2676 |  76,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2677 |  77,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2678 |  78,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2679 |  79,  26 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2680 |  80,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2681 |  81,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2682 |  82,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2683 |  83,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2684 |  84,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2685 |  85,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2686 |  86,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2687 |  87,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2688 |  88,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2689 |  89,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2690 |  90,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2691 |  91,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2692 |  92,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2693 |  93,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2694 |  94,  26 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2695 |  95,  26 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2696 |  96,  26 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2697 |  97,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2698 |  98,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2699 |  99,  26 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2700 |   0,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2701 |   1,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2702 |   2,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2703 |   3,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2704 |   4,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2705 |   5,  27 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2706 |   6,  27 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2707 |   7,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2708 |   8,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2709 |   9,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2710 |  10,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2711 |  11,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2712 |  12,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2713 |  13,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2714 |  14,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2715 |  15,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2716 |  16,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2717 |  17,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2718 |  18,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2719 |  19,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2720 |  20,  27 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2721 |  21,  27 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2722 |  22,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2723 |  23,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2724 |  24,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2725 |  25,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2726 |  26,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2727 |  27,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2728 |  28,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2729 |  29,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2730 |  30,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2731 |  31,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2732 |  32,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2733 |  33,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2734 |  34,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2735 |  35,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2736 |  36,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2737 |  37,  27 | 6156 |    0 | 0x0040 | 0x0040 |   0 | None
 2738 |  38,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2739 |  39,  27 | 6156 |    0 | 0x0040 | 0x0040 |   0 | None
 2740 |  40,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2741 |  41,  27 | 9026 |    0 | 0x0000 | 0x0000 |   0 | None
 2742 |  42,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2743 |  43,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2744 |  44,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2745 |  45,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2746 |  46,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2747 |  47,  27 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2748 |  48,  27 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2749 |  49,  27 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2750 |  50,  27 |  206 |    0 | 0x0001 | 0x0001 |   3 | {Settings:1 OwnerUID:187980217 AccessCount:0 AccessUIDs:[] MinimumLevel:1}
 2751 |  51,  27 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2752 |  52,  27 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2753 |  53,  27 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2754 |  54,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2755 |  55,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2756 |  56,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2757 |  57,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2758 |  58,  27 | 9026 |    0 | 0x0000 | 0x0000 |   0 | None
 2759 |  59,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2760 |  60,  27 | 6156 | 8264 | 0x0040 | 0x0040 |   0 | None
 2761 |  61,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2762 |  62,  27 | 6156 | 8264 | 0x0040 | 0x0040 |   0 | None
 2763 |  63,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2764 |  64,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2765 |  65,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2766 |  66,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2767 |  67,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2768 |  68,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2769 |  69,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2770 |  70,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2771 |  71,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2772 |  72,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2773 |  73,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2774 |  74,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2775 |  75,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2776 |  76,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2777 |  77,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2778 |  78,  27 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2779 |  79,  27 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2780 |  80,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2781 |  81,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2782 |  82,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2783 |  83,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2784 |  84,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2785 |  85,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2786 |  86,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2787 |  87,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2788 |  88,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2789 |  89,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2790 |  90,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2791 |  91,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2792 |  92,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2793 |  93,  27 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2794 |  94,  27 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2795 |  95,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2796 |  96,  27 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2797 |  97,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2798 |  98,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2799 |  99,  27 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2800 |   0,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2801 |   1,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2802 |   2,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2803 |   3,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2804 |   4,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2805 |   5,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2806 |   6,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2807 |   7,  28 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2808 |   8,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2809 |   9,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2810 |  10,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2811 |  11,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2812 |  12,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2813 |  13,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2814 |  14,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2815 |  15,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2816 |  16,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2817 |  17,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2818 |  18,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2819 |  19,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2820 |  20,  28 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2821 |  21,  28 | 8262 | 8264 | 0x0000 | 0x0000 |   0 | None
 2822 |  22,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2823 |  23,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2824 |  24,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2825 |  25,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2826 |  26,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2827 |  27,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2828 |  28,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2829 |  29,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2830 |  30,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2831 |  31,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2832 |  32,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2833 |  33,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2834 |  34,  28 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 2835 |  35,  28 | 8262 |    0 | 0x0000 | 0x0000 |   0 | None
 2836 |  36,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2837 |  37,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2838 |  38,  28 | 6156 |    0 | 0x0040 | 0x0040 |   0 | None
 2839 |  39,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2840 |  40,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2841 |  41,  28 | 6156 | 8264 | 0x0040 | 0x0040 |   0 | None
 2842 |  42,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2843 |  43,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2844 |  44,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2845 |  45,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2846 |  46,  28 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2847 |  47,  28 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2848 |  48,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2849 |  49,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2850 |  50,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2851 |  51,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2852 |  52,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2853 |  53,  28 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2854 |  54,  28 | 6156 |    0 | 0x0042 | 0x0042 |   0 | None
 2855 |  55,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2856 |  56,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2857 |  57,  28 |    0 |    0 | 0x0020 | 0x0020 |   0 | None
 2858 |  58,  28 | 6156 | 8264 | 0x0040 | 0x0040 |   0 | None
 2859 |  59,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2860 |  60,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2861 |  61,  28 | 6156 | 8264 | 0x0040 | 0x0040 |   0 | None
 2862 |  62,  28 |    0 | 8264 | 0x0000 | 0x0000 |   0 | None
 2863 |  63,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2864 |  64,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2865 |  65,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2866 |  66,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2867 |  67,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
 2868 |  68,  28 |    0 |    0 | 0x0000 | 0x0000 |   0 | None
